S.No,Lead first name,Lead last name,Lead ID,Lead Source,Campaign name,Campaign ID,Lead Created Date,UCIC,Mobile Number,Alternate Mobile,Email ID,Date of Birth,PAN,PAN Attachment,City,District,State,Pincode,Country,Portfolio,Product,Offer Amount,Offer Valid Till,Assigned To,Branch,Region,Zone,Lead Status,Reason Code,Reason,Next Follow-up Date,LAN No.,Status Updated On,Duplicate Flag,Last Modified By,Last Modified On,Occupation,Employment Type,First Response (hrs),SLA Breached
50,Sneha,Mishra,AFL-RET-000050,Website,Diwali Dhamaka NOV25,CMP-2025-0006,2025-11-08 12:05:00,533166714,7925045396,,sneha.mishra@yahoo.com,1990-05-17,,,Ludhiana,Ludhiana,Punjab,141001,India,Vehicle & Consumer Loans,Consumer Durable Loan,105000,2026-01-07,Swati Saxena,Ludhiana — Mall Road,North India Region,North Zone,Not interested,NI-03,Only enquiring — no current need,,,2025-11-11 11:21:00,No,Swati Saxena,2025-11-11 11:21:00,Salaried — Private Sector,Salaried,13.6,Yes
51,Nilesh,Shah,AFL-RET-000051,Landing page,Shiksha Education JUL26,CMP-2026-0031,2026-07-02 20:23:00,,9506521933,,nilesh.shah@yahoo.com,1992-03-17,,,Nagpur,Nagpur,Maharashtra,440012,India,Gold & Secured Loans,Loan Against Securities,675000,2026-08-31,Hardik Patel,Nagpur — Dharampeth,Maharashtra Region,West Zone,Rejected,REJ-05,OGL — outside the geo location,,,2026-07-08 09:38:00,No,Hardik Patel,2026-07-08 09:38:00,Salaried — Government / PSU,Salaried,,No
52,Nikhil,Wagh,AFL-RET-000052,Social media,Shiksha Education AUG26,CMP-2026-0034,2026-08-25 09:58:00,,9381350995,9819911190,nikhil.wagh@yahoo.com,1961-06-27,GLLPN8843G,PAN_Nikhil_Wagh.pdf,Mumbai,Mumbai Suburban,Maharashtra,400097,India,Retail Personal Loans,Education Loan,1500000,2026-09-24,Bhavesh Modi,Mumbai — Powai,Maharashtra Region,West Zone,Login Initiated,,,,,2026-08-30 16:16:00,No,Bhavesh Modi,2026-08-30 16:16:00,Retired / Pensioner,Salaried,0.2,No
53,Hardik,Mehta,AFL-RET-000053,Website,Ghar Ka Sapna NOV25,CMP-2025-0008,2025-11-10 14:12:00,487477088,8706344226,,hardik.mehta@yahoo.com,1991-01-11,,,Ahmedabad,Ahmedabad,Gujarat,380059,India,Retail Personal Loans,Kushal Personal Loan,300000,2025-12-10,Parth Joshi,Ahmedabad — Satellite,Gujarat Region,West Zone,Rejected,REJ-06,Documentation — unable to provide,,,2025-11-12 10:27:00,No,Parth Joshi,2025-11-12 10:27:00,Salaried — MNC,Salaried,,No
54,Trupti,Doshi,AFL-RET-000054,Landing page,Swasthya Care AUG26,CMP-2026-0035,2026-08-17 10:00:00,,8182829150,,trupti.doshi42@hotmail.com,1988-10-26,KFJPV1549S,PAN_Trupti_Doshi.pdf,Surat,Surat,Gujarat,395007,India,Retail Home Loans,Home Purchase Loan,2300000,2026-10-16,Omkar Shah,Surat — Adajan,Gujarat Region,West Zone,Not reachable,NR-02,Invalid / wrong number,,,2026-08-18 13:48:00,No,Omkar Shah,2026-08-18 13:48:00,Salaried — Private Sector,Salaried,0.8,No
55,Tejas,Parikh,AFL-RET-000055,Social media,Shubh Vivah DEC25,CMP-2025-0011,2025-12-07 15:12:00,496289898,9849028934,8456116289,tejas.parikh@rediffmail.com,1988-12-15,,,Nagpur,Nagpur,Maharashtra,440010,India,Retail Personal Loans,Debt Consolidation Loan,300000,2026-01-06,Hardik Patel,Nagpur — Dharampeth,Maharashtra Region,West Zone,Rejected,REJ-12,GST / ITR not available,,,2025-12-15 10:44:00,No,Hardik Patel,2025-12-15 10:44:00,Salaried — Private Sector,Salaried,,No
56,Rajib,Chatterjee,AFL-RET-000056,Website,Swasthya Care AUG26,CMP-2026-0035,2026-08-29 18:37:00,551048752,9516133273,7685798058,rajib.chatterjee@gmail.com,1976-02-26,SBYPN2833X,PAN_Rajib_Chatterjee.pdf,Kolkata,Kolkata,West Bengal,700064,India,Retail Home Loans,Plot + Construction Loan,2100000,2026-10-13,Tanmoy Chakraborty,Kolkata — Salt Lake,West Bengal Region,East Zone,Not reachable,NR-02,Invalid / wrong number,,,2026-08-31 16:00:00,No,Tanmoy Chakraborty,2026-08-31 16:00:00,Self-Employed Non-Professional,Self-Employed,3.7,Yes
57,Nandini,Kamath,AFL-RET-000057,Social media,Gold Utsav APR26,CMP-2026-0024,2026-04-10 17:44:00,,9747518159,9955975418,nandini.kamath97@hotmail.com,2000-04-11,MPZPR5867X,PAN_Nandini_Kamath.pdf,Mysuru,Mysuru,Karnataka,570011,India,Gold & Secured Loans,Gold Loan,1300000,2026-05-25,Deepa Nair,Mysuru — Saraswathipuram,Karnataka Region,South Zone,Disbursed,,,,AFLRET26000012,2026-04-30 13:05:00,No,Deepa Nair,2026-04-30 13:05:00,Self-Employed Non-Professional,Self-Employed,0.2,No
58,Siddharth,Shinde,AFL-RET-000058,Website,Professional Edge AUG26,CMP-2026-0036,2026-08-06 17:51:00,,6355316511,,siddharth.shinde@gmail.com,1976-01-15,,,Thane,Thane,Maharashtra,400602,India,Gold & Secured Loans,Loan Against Securities,875000,2026-09-20,Kalyani Joshi,Thane — Ghodbunder,Maharashtra Region,West Zone,Rejected,REJ-03,Policy restriction,,,2026-08-10 09:35:00,No,Kalyani Joshi,2026-08-10 09:35:00,Salaried — Private Sector,Salaried,,No
59,Anand,Shetty,AFL-RET-000059,Website,Property Power MAY26,CMP-2026-0027,2026-05-20 18:37:00,341718684,6129187739,9792226028,anand.shetty@yahoo.com,1978-09-02,YYPPG7163X,PAN_Anand_Shetty.pdf,Bengaluru,Bengaluru Urban,Karnataka,560066,India,Business & MSME Loans,MSME Growth Loan,4900000,2026-06-19,Deepa Iyengar,Bengaluru — Whitefield,Karnataka Region,South Zone,Sanctioned,,,,AFLRET26000013,2026-05-30 10:20:00,No,Deepa Iyengar,2026-05-30 10:20:00,Self-Employed Non-Professional,Self-Employed,0.3,No
60,Nisha,Vora,AFL-RET-000060,Social media,Swasthya Care AUG26,CMP-2026-0035,2026-08-26 13:18:00,,8555836670,,nisha.vora@gmail.com,1975-10-04,FDEPM9052M,PAN_Nisha_Vora.pdf,Ahmedabad,Ahmedabad,Gujarat,380058,India,Business & MSME Loans,MSME Growth Loan,1300000,2026-10-25,Hardik Bhatt,Ahmedabad — Satellite,Gujarat Region,West Zone,Sanctioned,,,,AFLRET26000014,2026-09-01 10:58:00,No,Hardik Bhatt,2026-09-01 10:58:00,Business Owner,Self-Employed,0.3,No
61,Pranav,Kulkarni,AFL-RET-000061,PQ Campaign,Shiksha Education JUL26,CMP-2026-0031,2026-07-09 16:44:00,921482753,7279589589,,pranav.kulkarni15@outlook.com,1982-08-07,,,Rajkot,Rajkot,Gujarat,360004,India,Gold & Secured Loans,Gold Loan,225000,2026-08-23,Siddharth Trivedi,Rajkot — Kalawad Road,Gujarat Region,West Zone,Rejected,REJ-07,Existing obligations too high (FOIR),,,2026-07-17 15:59:00,No,Siddharth Trivedi,2026-07-17 15:59:00,Self-Employed Non-Professional,Self-Employed,,No
62,Anjali,Gupta,AFL-RET-000062,PQ Campaign,Grah Sajawat OCT25,CMP-2025-0005,2025-10-15 11:58:00,513457425,8564926442,,anjali.gupta@outlook.com,1976-09-01,,,Jodhpur,Jodhpur,Rajasthan,342001,India,Business & MSME Loans,Machinery Purchase Loan,2300000,2025-11-29,Rohit Sharma,Jodhpur — Sardarpura,North India Region,North Zone,Rejected,REJ-01,Credit / bureau issue (CIBIL below cut-off),,,2025-10-20 10:27:00,No,Rohit Sharma,2025-10-20 10:27:00,Business Owner,Self-Employed,,No
63,Chetan,Rai,AFL-RET-000063,Social media,Gold Utsav APR26,CMP-2026-0024,2026-04-16 15:12:00,,8526315475,,chetan.rai@hotmail.com,1971-09-16,KMEPA8594G,PAN_Chetan_Rai.pdf,Bengaluru,Bengaluru Urban,Karnataka,560070,India,Retail Personal Loans,Medical Emergency Loan,1400000,2026-05-31,Vinay Jain,Bengaluru — Jayanagar,Karnataka Region,South Zone,Login Initiated,,,,,2026-04-20 11:22:00,No,Vinay Jain,2026-04-20 11:22:00,Salaried — Government / PSU,Salaried,0.8,No
64,Shruthi,Jain,AFL-RET-000064,Landing page,Diwali Dhamaka OCT25,CMP-2025-0001,2025-10-05 18:05:00,,9836878872,,shruthi.jain63@outlook.com,1972-05-25,,,Bengaluru,Bengaluru Urban,Karnataka,560070,India,Vehicle & Consumer Loans,Two-Wheeler Loan,50000,2025-11-19,Nandini Rao,Bengaluru — Jayanagar,Karnataka Region,South Zone,Rejected,REJ-07,Existing obligations too high (FOIR),,,2025-10-14 10:45:00,No,Nandini Rao,2025-10-14 10:45:00,Self-Employed Professional,Self-Employed,,No
65,Shruthi,Naik,AFL-RET-000065,Landing page,Shiksha Education MAY26,CMP-2026-0026,2026-05-23 18:12:00,772522568,9171502623,6719409795,shruthi.naik@gmail.com,1983-09-06,,,Bengaluru,Bengaluru Urban,Karnataka,560070,India,Retail Personal Loans,Education Loan,875000,2026-07-07,Vinay Jain,Bengaluru — Jayanagar,Karnataka Region,South Zone,Rejected,REJ-11,Business vintage below minimum,,,2026-06-03 11:27:00,No,Vinay Jain,2026-06-03 11:27:00,Salaried — MNC,Salaried,,No
66,Ananya,Ghosh,AFL-RET-000066,Landing page,Diwali Dhamaka NOV25,CMP-2025-0006,2025-11-11 12:18:00,,9160733801,,ananya.ghosh34@outlook.com,1976-07-06,WXBPB3558G,PAN_Ananya_Ghosh.pdf,Kolkata,Kolkata,West Bengal,700105,India,Retail Personal Loans,Diwali Special Loan,115000,2025-12-26,Tanmoy Chakraborty,Kolkata — Salt Lake,West Bengal Region,East Zone,Not interested,NI-01,Rate of interest too high,,,2025-11-14 11:10:00,No,Tanmoy Chakraborty,2025-11-14 11:10:00,Business Owner,Self-Employed,0.2,No
67,Sourav,Sarkar,AFL-RET-000067,Website,Property Power MAY26,CMP-2026-0027,2026-05-30 10:18:00,,9545874712,,sourav.sarkar@gmail.com,1994-02-01,NCFPJ9962K,PAN_Sourav_Sarkar.pdf,Kolkata,Kolkata,West Bengal,700106,India,Vehicle & Consumer Loans,Consumer Durable Loan,25000,2026-07-14,Paromita Majumdar,Kolkata — Salt Lake,West Bengal Region,East Zone,Rejected,REJ-01,Credit / bureau issue (CIBIL below cut-off),,,2026-06-10 09:43:00,No,Paromita Majumdar,2026-06-10 09:43:00,Salaried — Government / PSU,Salaried,,No
68,Kunal,Patil,AFL-RET-000068,Website,Property Power JUN26,CMP-2026-0029,2026-06-10 15:31:00,,9351126259,8439054064,kunal.patil58@outlook.com,2000-01-09,,,Ahmedabad,Ahmedabad,Gujarat,380052,India,Vehicle & Consumer Loans,Consumer Durable Loan,20000,2026-07-25,Hardik Bhatt,Ahmedabad — Satellite,Gujarat Region,West Zone,Rejected,REJ-10,Technical valuation below expectation,,,2026-06-19 11:58:00,No,Hardik Bhatt,2026-06-19 11:58:00,Salaried — MNC,Salaried,,No
69,Payal,Bhatt,AFL-RET-000069,PQ Campaign,Property Power JUN26,CMP-2026-0029,2026-06-04 13:31:00,552889575,8617200290,7696561085,payal.bhatt@yahoo.com,2003-08-20,,,Mumbai,Mumbai Suburban,Maharashtra,400072,India,Retail Personal Loans,Kushal Personal Loan,1500000,2026-07-19,Aniket Modi,Mumbai — Powai,Maharashtra Region,West Zone,Rejected,REJ-02,Income below minimum,,,2026-06-11 11:20:00,No,Aniket Modi,2026-06-11 11:20:00,Salaried — MNC,Salaried,,No
70,Vishal,Sharma,AFL-RET-000070,PQ Campaign,Vyapar Vriddhi JAN26,CMP-2026-0013,2026-01-29 17:12:00,548408212,7554404274,,vishal.sharma@outlook.com,1994-10-26,,,Ludhiana,Ludhiana,Punjab,141010,India,Business & MSME Loans,Machinery Purchase Loan,4400000,2026-02-28,Swati Saxena,Ludhiana — Mall Road,North India Region,North Zone,Not reachable,NR-02,Invalid / wrong number,,,2026-01-30 17:30:00,No,Swati Saxena,2026-01-30 17:30:00,Agriculturist,Self-Employed,0.2,No
71,Arindam,Sarkar,AFL-RET-000071,Landing page,Shiksha Education JUL26,CMP-2026-0031,2026-07-04 15:51:00,,6576410296,7466033570,arindam.sarkar46@hotmail.com,1979-01-25,PZNPF3166Z,PAN_Arindam_Sarkar.pdf,Kolkata,Kolkata,West Bengal,700105,India,Business & MSME Loans,Vyapar Business Loan,3000000,2026-09-02,Paromita Majumdar,Kolkata — Salt Lake,West Bengal Region,East Zone,Sanctioned,,,,AFLRET26000015,2026-07-10 09:21:00,No,Paromita Majumdar,2026-07-10 09:21:00,Self-Employed Non-Professional,Self-Employed,0.2,No
72,Chetan,Murthy,AFL-RET-000072,PQ Campaign,Vyapar Vriddhi JAN26,CMP-2026-0013,2026-01-25 16:44:00,234102618,6461710635,,chetan.murthy@yahoo.com,1986-02-17,PKLPV1974M,PAN_Chetan_Murthy.pdf,Bengaluru,Bengaluru Urban,Karnataka,560071,India,Business & MSME Loans,Working Capital Loan,8000000,2026-02-24,Vinay Nair,Bengaluru — Koramangala,Karnataka Region,South Zone,Not interested,NI-06,Family / spouse declined,,,2026-01-29 13:02:00,No,Vinay Nair,2026-01-29 13:02:00,Self-Employed Professional,Self-Employed,0.2,No
73,Priyanka,Raman,AFL-RET-000073,Website,Professional Edge FEB26,CMP-2026-0018,2026-02-11 09:23:00,,8818217238,,priyanka.raman@outlook.com,1975-02-27,,,Madurai,Madurai,Tamil Nadu,625007,India,Retail Home Loans,Plot + Construction Loan,1900000,2026-04-12,Kavya Krishnan,Madurai — Anna Nagar,Tamil Nadu Region,South Zone,Not interested,NI-01,Rate of interest too high,,,2026-02-15 09:26:00,No,Kavya Krishnan,2026-02-15 09:26:00,Salaried — Government / PSU,Salaried,0.2,No
74,Piyali,Chatterjee,AFL-RET-000074,Website,Shiksha Education JUN26,CMP-2026-0028,2026-06-19 15:37:00,258387943,6190178367,7665277592,piyali.chatterjee35@yahoo.com,1987-01-15,WFLPQ4513Y,PAN_Piyali_Chatterjee.pdf,Kolkata,Kolkata,West Bengal,700091,India,Business & MSME Loans,Vyapar Business Loan,950000,2026-08-03,Tanmoy Chakraborty,Kolkata — Salt Lake,West Bengal Region,East Zone,Disbursed,,,,AFLRET26000016,2026-07-15 10:04:00,No,Tanmoy Chakraborty,2026-07-15 10:04:00,Self-Employed Professional,Self-Employed,1.2,No
75,Rutuja,Wagh,AFL-RET-000075,Social media,Vyapar Vriddhi FEB26,CMP-2026-0016,2026-02-12 14:44:00,,9255716668,7193343693,rutuja.wagh@gmail.com,1980-04-22,,,Mumbai,Mumbai,Maharashtra,400005,India,Business & MSME Loans,MSME Growth Loan,4200000,2026-04-13,Omkar Patel,Mumbai — Fort,Maharashtra Region,West Zone,Not interested,NI-04,Requirement postponed,,,2026-02-15 09:03:00,No,Omkar Patel,2026-02-15 09:03:00,Business Owner,Self-Employed,0.3,No
76,Naveen,Goel,AFL-RET-000076,Website,Shubh Vivah FEB26,CMP-2026-0015,2026-02-22 19:23:00,,9845337744,7544525782,naveen.goel@gmail.com,1990-09-01,YTAPR1916J,PAN_Naveen_Goel.pdf,Amritsar,Amritsar,Punjab,143001,India,Retail Personal Loans,Medical Emergency Loan,500000,2026-04-23,Rahul Malhotra,Amritsar — Lawrence Road,North India Region,North Zone,Rejected,REJ-06,Documentation — unable to provide,,,2026-03-01 11:02:00,No,Rahul Malhotra,2026-03-01 11:02:00,Salaried — Government / PSU,Salaried,,No
77,Ananya,Mitra,AFL-RET-000077,Social media,Safar Travel APR26,CMP-2026-0025,2026-04-13 17:00:00,,6845947563,7145811421,ananya.mitra@yahoo.com,1994-02-10,,,Kolkata,Kolkata,West Bengal,700106,India,Retail Personal Loans,Travel Loan,275000,2026-06-12,Paromita Majumdar,Kolkata — Salt Lake,West Bengal Region,East Zone,Not interested,NI-06,Family / spouse declined,,,2026-04-16 14:18:00,No,Paromita Majumdar,2026-04-16 14:18:00,Salaried — Government / PSU,Salaried,0.3,No
78,Swati,Bansal,AFL-RET-000078,Website,Professional Edge AUG26,CMP-2026-0036,2026-08-18 15:37:00,,6149095334,,swati.bansal@gmail.com,1971-04-09,,,Kanpur,Kanpur Nagar,Uttar Pradesh,208011,India,Retail Personal Loans,Travel Loan,125000,2026-10-17,Nitin Bansal,Kanpur — Civil Lines,North India Region,North Zone,Follow-up,,,2026-09-12,,2026-08-19 18:44:00,No,Nitin Bansal,2026-08-19 18:44:00,Salaried — Private Sector,Salaried,6.7,Yes
79,Swapna,Prasad,AFL-RET-000079,Website,Property Power JUN26,CMP-2026-0029,2026-06-27 15:31:00,227694818,9812672858,9917047589,swapna.prasad@outlook.com,1984-04-02,BGJPL4514L,PAN_Swapna_Prasad.pdf,Visakhapatnam,Visakhapatnam,Andhra Pradesh,530002,India,Business & MSME Loans,Machinery Purchase Loan,16500000,2026-07-27,Chandra Naidu,Vizag — Dwaraka Nagar,Kerala & AP Region,South Zone,Disbursed,,,,AFLRET26000017,2026-07-24 17:02:00,No,Chandra Naidu,2026-07-24 17:02:00,Self-Employed Professional,Self-Employed,0.2,No
80,Sirisha,Achari,AFL-RET-000080,PQ Campaign,Vyapar Vriddhi MAR26,CMP-2026-0020,2026-03-28 16:31:00,485523089,9840113745,,sirisha.achari@rediffmail.com,1988-07-03,,,Hyderabad,Hyderabad,Telangana,500096,India,Business & MSME Loans,Working Capital Loan,8000000,2026-05-12,Rajitha Reddy,Hyderabad — Banjara Hills,Telangana Region,South Zone,Not reachable,NR-01,Number switched off / unreachable,,,2026-03-30 13:13:00,No,Rajitha Reddy,2026-03-30 13:13:00,Business Owner,Self-Employed,0.7,No
81,Bikash,Guha,AFL-RET-000081,Landing page,Shiksha Education AUG26,CMP-2026-0034,2026-08-30 17:12:00,,9970379286,8951626218,bikash.guha@outlook.com,1994-07-01,,,Kolkata,Kolkata,West Bengal,700020,India,Retail Home Loans,Home Loan Balance Transfer,15000000,2026-10-29,Debolina Banerjee,Kolkata — Park Street,West Bengal Region,East Zone,Not interested,NI-05,Processing fee not acceptable,,,2026-09-03 17:30:00,No,Debolina Banerjee,2026-09-03 17:30:00,Salaried — MNC,Salaried,0.2,No
82,Nilesh,Deshmukh,AFL-RET-000082,Landing page,Property Power JUN26,CMP-2026-0029,2026-06-01 19:37:00,,6951702471,,nilesh.deshmukh@hotmail.com,1974-10-15,,,Ahmedabad,Ahmedabad,Gujarat,380052,India,Retail Personal Loans,Kushal Personal Loan,3500000,2026-07-31,Hardik Bhatt,Ahmedabad — Satellite,Gujarat Region,West Zone,Not reachable,NR-02,Invalid / wrong number,,,2026-06-05 09:20:00,No,Hardik Bhatt,2026-06-05 09:20:00,Salaried — Government / PSU,Salaried,0.8,No
83,Bhavesh,Modi,AFL-RET-000083,PQ Campaign,Ghar Ka Sapna NOV25,CMP-2025-0008,2025-11-11 20:18:00,590991987,9442588668,,bhavesh.modi85@gmail.com,1999-08-20,,,Thane,Thane,Maharashtra,400610,India,Retail Home Loans,Plot + Construction Loan,2900000,2026-01-10,Kalyani Joshi,Thane — Ghodbunder,Maharashtra Region,West Zone,Duplicate,DUP-02,Same LAN already sourced,,,2025-11-11 21:33:00,Yes,Kalyani Joshi,2025-11-11 21:33:00,Salaried — Private Sector,Salaried,,No
84,Yash,Chavan,AFL-RET-000084,Social media,Balance Transfer Bonanza JUN26,CMP-2026-0030,2026-06-08 10:51:00,,6569023362,,yash.chavan@yahoo.com,1982-10-14,TLUPP4434M,PAN_Yash_Chavan.pdf,Mumbai,Mumbai Suburban,Maharashtra,400051,India,Retail Personal Loans,Debt Consolidation Loan,1800000,2026-07-08,Shreya Desai,Mumbai — Bandra,Maharashtra Region,West Zone,Rejected,REJ-07,Existing obligations too high (FOIR),,,2026-06-17 12:06:00,No,Shreya Desai,2026-06-17 12:06:00,Salaried — MNC,Salaried,,No
85,Kishore,Naidu,AFL-RET-000085,Social media,Balance Transfer Bonanza JAN26,CMP-2026-0014,2026-01-26 16:05:00,,7793776816,,kishore.naidu9@outlook.com,1978-01-13,MDFPG9525J,PAN_Kishore_Naidu.pdf,Visakhapatnam,Visakhapatnam,Andhra Pradesh,530016,India,Retail Personal Loans,Debt Consolidation Loan,225000,2026-03-27,Chandra Naidu,Vizag — Dwaraka Nagar,Kerala & AP Region,South Zone,Sanctioned,,,,AFLRET26000018,2026-02-10 12:59:00,No,Chandra Naidu,2026-02-10 12:59:00,Salaried — Government / PSU,Salaried,2.9,Yes
86,Chandra,Varma,AFL-RET-000086,Landing page,Ghar Ka Sapna OCT25,CMP-2025-0002,2025-10-02 12:37:00,780599060,6355087710,8828130074,chandra.varma@gmail.com,1972-09-15,CLVPY6308B,PAN_Chandra_Varma.pdf,Hyderabad,Rangareddy,Telangana,500032,India,Retail Home Loans,Home Loan Balance Transfer,2100000,2025-11-16,Swapna Gupta,Hyderabad — Gachibowli,Telangana Region,South Zone,Disbursed,,,,AFLRET25000019,2025-11-07 12:21:00,No,Swapna Gupta,2025-11-07 12:21:00,Self-Employed Professional,Self-Employed,0.2,No
87,Yash,Parikh,AFL-RET-000087,Website,Shiksha Education JUN26,CMP-2026-0028,2026-06-06 19:37:00,,9505878966,,yash.parikh@rediffmail.com,1996-08-09,,,Pune,Pune,Maharashtra,411030,India,Retail Personal Loans,Education Loan,1300000,2026-07-21,Parth Parikh,Pune — Shivajinagar,Maharashtra Region,West Zone,Not interested,NI-04,Requirement postponed,,,2026-06-09 17:54:00,No,Parth Parikh,2026-06-09 17:54:00,Salaried — Government / PSU,Salaried,1.4,No
88,Harsha,Kulkarni,AFL-RET-000088,Social media,Vyapar Vriddhi MAR26,CMP-2026-0020,2026-03-27 19:51:00,865875580,9661069168,,harsha.kulkarni@hotmail.com,1982-06-25,GYSPX6371P,PAN_Harsha_Kulkarni.pdf,Bengaluru,Bengaluru Urban,Karnataka,560066,India,Business & MSME Loans,MSME Growth Loan,750000,2026-05-26,Kiran Udupa,Bengaluru — Whitefield,Karnataka Region,South Zone,Not interested,NI-05,Processing fee not acceptable,,,2026-03-30 10:11:00,No,Kiran Udupa,2026-03-30 10:11:00,Business Owner,Self-Employed,7.2,Yes
89,Nandhini,Vaidyanathan,AFL-RET-000089,Social media,Swasthya Care AUG26,CMP-2026-0035,2026-08-25 09:44:00,,7894555534,,nandhini.vaidyanathan18@gmail.com,1994-11-04,DRNPN6659P,PAN_Nandhini_Vaidyanathan.pdf,Chennai,Chennai,Tamil Nadu,600033,India,Retail Personal Loans,Medical Emergency Loan,185000,2026-10-24,Saravanan Rajan,Chennai — T Nagar,Tamil Nadu Region,South Zone,Sanctioned,,,,AFLRET26000020,2026-09-10 18:30:00,No,Saravanan Rajan,2026-09-10 18:30:00,Self-Employed Non-Professional,Self-Employed,0.2,No
90,Parth,Joshi,AFL-RET-000090,Social media,Professional Edge FEB26,CMP-2026-0018,2026-02-22 09:44:00,268559368,9491083670,,parth.joshi@gmail.com,1971-09-22,WWZPC4117K,PAN_Parth_Joshi.pdf,Surat,Surat,Gujarat,395009,India,Retail Home Loans,Disha Home Loan,1400000,2026-03-24,Omkar Shah,Surat — Adajan,Gujarat Region,West Zone,Disbursed,,,,AFLRET26000021,2026-04-01 11:57:00,No,Omkar Shah,2026-04-01 11:57:00,Salaried — MNC,Salaried,0.2,No
91,Deepthi,Thomas,AFL-RET-000091,Social media,Ghar Ka Sapna MAR26,CMP-2026-0019,2026-03-27 09:05:00,,8871829776,8539361451,,1992-11-22,SRBPD8562P,PAN_Deepthi_Thomas.pdf,Kochi,Ernakulam,Kerala,682025,India,Retail Home Loans,Plot + Construction Loan,3500000,2026-04-26,Anjana Menon,Kochi — Kaloor,Kerala & AP Region,South Zone,Not reachable,NR-03,No response after 3 attempts,,,2026-03-28 11:23:00,No,Anjana Menon,2026-03-28 11:23:00,Salaried — Government / PSU,Salaried,0.2,No
92,Tejas,Sawant,AFL-RET-000092,Website,Shiksha Education AUG26,CMP-2026-0034,2026-08-01 20:58:00,216716752,9608374021,,tejas.sawant@hotmail.com,1996-12-02,GHKPV2595E,PAN_Tejas_Sawant.pdf,Nashik,Nashik,Maharashtra,422005,India,Retail Personal Loans,Travel Loan,95000,2026-08-31,Tanvi Mehta,Nashik — College Road,Maharashtra Region,West Zone,Sanctioned,,,,AFLRET26000022,2026-08-12 11:14:00,No,Tanvi Mehta,2026-08-12 11:14:00,Salaried — Private Sector,Salaried,0.2,No
93,Parth,Doshi,AFL-RET-000093,Landing page,Property Power MAY26,CMP-2026-0027,2026-05-06 10:05:00,794516823,9796288616,8627558032,parth.doshi@gmail.com,1973-11-28,FTNPL5136Q,PAN_Parth_Doshi.pdf,Mumbai,Mumbai,Maharashtra,400001,India,Retail Home Loans,Home Loan Balance Transfer,4300000,2026-06-20,Omkar Patel,Mumbai — Fort,Maharashtra Region,West Zone,Not interested,NI-07,Tenure offered not suitable,,,2026-05-11 10:15:00,No,Omkar Patel,2026-05-11 10:15:00,Salaried — Government / PSU,Salaried,0.2,No
94,Praveen,Bhat,AFL-RET-000094,PQ Campaign,Gold Utsav APR26,CMP-2026-0024,2026-04-17 20:18:00,930176805,6780064579,,praveen.bhat8@gmail.com,1981-03-18,EGWPL3121Z,PAN_Praveen_Bhat.pdf,Bengaluru,Bengaluru Urban,Karnataka,560037,India,Gold & Secured Loans,Gold Loan,425000,2026-05-17,Kiran Udupa,Bengaluru — Whitefield,Karnataka Region,South Zone,Follow-up,,,2026-09-18,,2026-04-19 11:50:00,No,Kiran Udupa,2026-04-19 11:50:00,Salaried — Private Sector,Salaried,0.2,No
